ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS
3120,1538,9,26,,,40.8,14.2,POZZUOLI,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3120,"Tyrrhenian Sea, Bay of Naples. Strong underground shocks began in Pozzuoli toward the west of Naples in 1538 and damaged everything. On September 26-27, the earth was shaken continuously, and there were especially strong shocks, which also embraced all the shore of Calabria (reference #2130)."
3122,1564,7,20,,,44.017,7.283,LIGURIA-COTE D'AZUR,FRANCE,Mediterranean Sea,Earthquake,Definite Tsunami,5.8,,4,Extreme (~$25 million or more),,Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3122,"1564, July 20 (27), 23h [local time]. Ligurian Sea, Italy, France, 44N, 7<sup>o</sup>17'E, earthquake intensity IX, tsunami intensity 4. An extremely strong earthquake occurred with its focus apparently in the Maritime Alps, possibly in the valley of the River La Vesubie. It embraced Nice, Provence, Villefranche, San Remo, Porto Maurizio and so on. Aftershocks were felt for 50 days and nights. The sea near Nice and Villefranche receded (became lower by ""one spear"") and its bottom was uncovered; many fish were left there including also some unknown kinds (deep - sea fish [?]). A beach and several shops were flooded in Antibes before the water went away from the seaport. (reference #2130).
<P>1564, July 20. 44<sup>o</sup>01'N, 7<sup>o</sup>17'E, magnitude 5.8, intensity 8.5. Tsunami reliability 4, intensity 2. Sea inundation in Antibes. Epicenter located in France, in land close to the Italian border, about 30 km north of Nice. Epicentral area including the Vesubia, Tinea and Roia valleys (near Nice), where severe damage is reported and about 650 people died. Felt also in Sanremo (V MCS). 
In Nice damage caused by the sea. 
In Villefranche the sea bottom subsided by about one pike (Mogiol, r59; Almagià, r61). 
At Antibes the sea at first flooded the beach inundating some shops and then retired leaving the harbour dry (Laurenti, r60).

Further references: Bonito (r12), Mercalli (r22), Baratta (r1 and r55), Caputo (r5), Tinti (r9, r597) Soloviev (r582), Boschi (r124).
Revisions: Moroni (r62), Rivara (r393), Lambert (r394). (reference #4139)"
3126,1613,8,25,,,38.117,14.783,MESSINA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,5.6,,4,Moderate (~$1 to $5 million),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3126,"1613, August 25, sunrise. Island of Sicily, region of Messina, tsunami intensity 3-4. The destructive earthquake almost razed Naso to the ground. The stormy sea battered the land. (reference #2130).
<P>1613, August 25. 38<sup>o</sup>07'N, 14<sup>o</sup>47'E, magnitude 5.6, earthquake intensity VIII, tsunami intensity 2, tsunami reliability 1. Strong earthquake with epicenter near Naso (Messina, Sicily), involving the whole eastern coast of Sicily. At Naso more than 200 buildings collapsed and 103 people died. Some damage in Messina. At Naso the sea flooded the beach (Incudine, ref #10508). Further references: Mercalli (ref #10483), Tinti (ref #1392), Boschi (ref #10509).(reference #4139)
<P>1613, August 25. A disastrous earthquake occurred at dawn of August 25. 1613 conquassò the city of Naso.
They saw the mountains (from high to crack imo) give water fountains turbid and muddy, and the stormy sea advancing on earth. (reference #3470)"
3127,1624,3,19,,,44.6,11.8,DELTA OF THE PO,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3127,"North-eastern Italy, region of Ferrara. A strong earthquake occurred. Shocks had preceded it since October 1623 (reference #2130)."
3128,1627,7,30,10,50,41.733,15.35,GARGANO PENINSULA,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,6.7,,5,,,Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3128,"Strong earthquakes with tsunami occurred on the Gargano Peninsula, on the coast of the Adriatic Sea. Weak underground shocks began to be felt within the focal zone in October 1626 and then in January-April 1627. After that a lull set in and continued till 16-17 or till 11h on July 30, and then a terrible earthquake occurred. A loud crash preceded the main shock. Then, the three-stage oscillation of the earth followed, increasingly strong and finishing with very long prolonged shocks. 
<P>The city of S. Severo had buildings demolished and 800 people were killed. Serracapriola almost completely destroyed and 2,500 killed. S. Paolo di Civitate had 350 killed. Ripalta abbey was damaged. In Apricena 900 killed. Sannicandro and Chieti damaged. Zone of slight damage extended along the shore of the Adriatic Sea approx. 200 km. Total number of victims 5,000.
<P>Earthquake had been caused by a fault along the plane of the fault fissure extended on dry land almost parallel to the shore 20km away from it. Length of fault was ripped open ~20km, the northern side was thrown down.
<P>The height of the wave amounted to several metres.
The tsunami embraced a vast part of the shore. 
<P>(above from reference #2130).
<P>Along the coast between S.Nicandro and the Fortore river mouth, near the Lesina lake, the sea withdrew 2-3 miles and then flooded the coast and possibly the village of Lesina. Low land between Silvi and Mutignano were inundated. In Manfredonia the waves reached the middle of the city walls, about 2.5 m above the ground. At the Saro (today called Foro) river mouth, sea withdrawal observed. (reference #4139)"
3130,1636,9,30,18,30,38.1,20.3,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,7.2,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3130,"1636, Sept 30. Midnight. Island of Kefallonia. Tsunami. Tsunami intensity 3, validity 1. (reference #2130)
<P>1636, Oct 12, 18 30 UTC. Ionian Sea, 38<sup>o</sup>06'N, 20<sup>o</sup>18'E, earthquake magnitude 7.2, intensity IX, tsunami intensity 2, reliability 2. Sea disturbance in Kefalonia. (reference #2427)
<P>1636, Oct 12, 18:30. 38<sup>o</sup>06' N, 20<sup>o</sup>18' E, earthquake magnitude 7.2, intensity IX, tsunami intensity 2, reliability 2. Sea disturbance in Kefalonia. (reference #2591)
<P>1636, Sept 30. Kefalonia. An earthquake caused extensive damage in the southern part of Kefalonia and Zante. It occurred at about 6pm on Friday 30 September (O.S.) and lasted for about 30 seconds. The earthquake destroyed or ruined all the houses and taller buildings in Kefalonia, not only in Kastro (Argostoli) and its suburbs, but also in the rest of the island, killing about 520 people. The districts of Argostoli, Livatho, Ikosima, Elios, Valta, Koroni, Irakli, and Pirgi, in the southern part of the island, were totally destroyed. The ground motion was very strong, making it impossible to walk. Maximum damage occurred in the southern part of the island... The effects on Zakynthos were as bad, if not worse. Houses and monasteries are reported to have collapsed all over the island, resulting in the deaths of several hundred people... <B>The shock was felt at sea, but contrary to what modern writers report, the earthquake was not associated with a seismic sea wave</B>. (reference #9116)"
3131,1638,3,27,15,5,39.033,16.283,TYRRHENIAN CALABRIA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,7,,5,Extreme (~$25 million or more),Very Many (~1001 or more houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3131,"1638, March 27,20-21h [local time]. Calabrian Arc, Calabria, the shore of the Tyrrhenian Sea, 39 N, 16 E, intenisty X. Tsunami intensity 4. First underground shock caused no damage and was felt in Calabria in the evening of January 18. Total number of victims was estimated at 9,581 people. Aiello (Calabro) - 408 houses houses destroyed with 655 people killed; Belsito destroyed, 116 killed; Grimaldi destroyed, 234 killed; Carpanzano razed to ground, 495 killed; Conflenti Superiore houses destroyed, 229 killed; Malito destroyed 173 killed; Motta Sta Lucia damaged, 532 killed; Nicastro all destroyed, 1,200 killed; Piane Crati razed, 102 killed; Sambiase destroyed, 216 killed; Scigliano Diano destroyed, 451 killed; Feroleto (della Chiesa) damaged, 126 killed. Focus of earthquake located near Nicastro. Earthquake was felt on Sicily (reference #2130).
<P>1637, March 27, 15:05 UTC. Tyrrhenian Calabria, 39<sup>o</sup>02'N, 16<sup>o</sup>17'E, magnitude 7, intensity XI. Tsunami reliability 2, intensity 2. Strong shock located near Nicastro, Calabria, about 15 km far from Tyrrhenian coast. More than 10,000 victims, though the exact number is unknown. Severe damage in many localities: Cosenza, Nicastro, S.Eufemia, Girifalco, etc. Felt in a very large area, involving the whole Calabria. Kircher (r10) mentions an intense volcanic activity at the Etna and Stromboli volcanoes in the day immediately before the shock. Many coeval sources are available. 
Scarce information on the tsunami. 
At Pizzo Calabro the sea was reported to withdraw by about 2000 paces leaving the sea bottom dry and then to come back to its normal level just before the shock (Recupito, r11).

Further references: Mercalli (r40 and r13), Bonito (r12), Mallet (r33), Capocci (r34), Baratta (r1), Caputo (r5), Bedosti (r30), Soloviev (r414, r582), Tinti (r9, r597), Boschi (r124). (reference #4139)"
3136,1672,4,14,15,45,43.933,12.583,CENTRAL ADRIATIC,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,5.6,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3136,"1672, April 14, between 21h and 22h. Adriatic Sea, eastern Italy. 44 N, 12.75 E, earthquake intensity IX, tsunami intensity 3. The earthquake took place in Rimini. The sea receded, and then, frothing, flooded coasts for approximately 20 yards. It was also reported that Malamocco was subjected to tsunami. (reference #2130).
<P>1672, April 14. As a result of the Rimini earthquake the sea withdrew and inundated the shore for some distance. (reference #3470)
<P>1672, April 14, 15:45 UTC. Central Adriatric, 43<sup>o</sup>56'N, 12<sup>o</sup>35'E, earthquake magnitude 5.6, intensity VIII, tsunami reliability 4. Sea withdrawal-flooding at Rimini. (reference #4139)"
3143,1703,2,2,21,11,42.467,13.2,LATIUM,ITALY,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,6.7,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3143,"1703, February 2, about 21h [local time]. Tyrrhenian Sea, Italy. After the first strong shock at 02h on January 14 which destroyed Norcia, one more destructive earthquake took place with its focus in the Apennines Chain near Aquila. It was felt in Rome, i.e. 100 km to the south-west. The sea near the estuary of the Tiber receded from the coast for several yards, but returned soon. (reference #2130)
<P>1703, February 2, 11:05 UTC. Latium, 42<sup>o</sup>28' N 13<sup>o</sup>12' E, earthquake magnitude 6.7, intensity X. Tsunami reliability 0, intensity 2. Strong earthquake in central Italy, with epicenter about 100 km far from the sea. Wide area affected north of  L' Aquila. About 10,000 victims. Small withdrawal of the sea at the mouth of Tiber, Latium, reported by Baglivi (ref 310545). Further references: Mallet (ref #10511), Mercalli (ref #10483), Baratta (ref #4123), Carrozzo (ref #10527), Tinti (refs #2067, #1392). Revision: Maramai (ref #3778). (reference #4139)
<P>1703. From January 14 to February 8. LAquila. A series of earthquakes in the Aquila area in Italy produced seismic
sea waves which flooded the coast over 100 miles from the Aquila area between January 14 and February 8, 1703. In small lakes and ponds, the water was visibly disturbed. The earthquake was felt in Rome and adjacent Umbria D. Tsunamis observed on the coast of Italy (487/69-32 Annex). Servico meteorologico Nacional. R. Saraiva de Carvalho, 2 - Lisboa 3, manoscritto. (reference #3470)
<P>1703, February 2, 1703. Earthquake 42.27 N, 13.20 E, intensity 10.5. The information reported in... for this event is just a weak withdrawal of water at the mouth of the Tevere river near Rome, as referred to by several authors... The related earthquake occurred on February 2, 1703 at L' Aquila (Central Apennines) causing very strong damages and fatalities in all the region. The epicentral area was located inland about 100 km from the Tevere river mouth. Going back to coeval sources, the belief that the link between the earthquake and the tsunami is quite casual rises stronger. This conviction is supported by the fact that the information on the withdrawal is reported only by Baglivi [ref #10545]: ""...at the time of the second shock they say that the latin sea it the mouth of the Tevere river near the harbour, wandered away from the shore just for a little; at the end of the earthquake the water immediately came back"". All other coeval authors did not notice anything about the sea regression... Concluding, the distance from the earthquake epicentre and the limitation of the indirect testimony, leaves many doubts on the reliability of the sea effect. (reference #3778)"
3154,1726,9,1,21,55,38.117,13.35,NORTHERN SICILY,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,5.8,,3,Severe (~>$5 to $24 million),Very Many (~1001 or more houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3154,"An extremely strong earthquake occurred in Palermo and its vicinity within a radius of 60 miles. According to some evidence, seismic oscillations were repeated 5 times (reference #2130).
<P>Very violent earthquake in northern Sicily coasts near Palermo, causing severe damage in the city and in the neighbouring villages, with more than 200 victims.
In Palermo and in some other places sea withdrawal (Anonymous, r112; Anonymous r114; Villabianca r116). The sea retrat was estimated to be about 6 spans in Palermo (Mongitore, r113), where it came back violently toward the shore. A large mass detached from Mt. Gallo and fell in the sea and caused trouble to a boat (Ruffo, r115).
Offshore Ustica two ships risked the shipwreck because of an extraordinary sea agitation (Mongitore, r113).

Further references: Mallet (r33), Baratta (r1 and r55), De Panfilis (r117), Carrozzo (r41), Caputo(r5), Soloviev (r414- r582), Tinti (r9, r597), Boschi (r124). (reference #4139)"
3165,1750,12,17,,,46,12.25,RIJEKA,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3165,"1750, December (September) 17 (1751, April). Adriatic Sea, north-eastern shore, zone of Dalmatia, 36 N 12.25 E, intensity VI. The earthquake destroyed three quaters of Fiume (Rijeka) including most of the shops, churches, other buildings. A series of underground shocks occurred in Pordenone, Rijeka, and Udine from November 27 till December 18. Five strong shocks occurred on December 17. In the middle of the earthquake, waves in the sea rose to such an extent
they flooded a small island near Rijeka together with all its inhabitants. The next day the sea was completely calm. (reference #2130)."
3208,1783,2,5,8,0,38.9,17.1,TYRRHENIAN CALABRIA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3208,"In 1783 Calabria (southern Italy) was shaken by the most violent and persistent seismic crisis occurred in the last two thousands years. Five very strong earthquakes occurred in a short interval of time (February-March), causing destruction and a lot of victims in a vast region embracing the whole southern Calabria and the Messina area, Sicily. 
According to some sources at about [Feb. 5] 8:00 a.m. in the morning a weak shock was felt. At Capo Rizzuto a sudden inundation was observed. At Bivona and Pizzo Calabro in the morning some fishermen that were on the boat noted that sea suddenly agitated. At Cutro, some hours before the big earthquake, the sea withdrew then came back to its usual limit.
<BR>Revision: Graziani (ref #3954)
Further references: Baratta (ref #4123)"
3114,1343,10,18,,,40.8,28.3,"MARMARA SEA, STRAIT OF BOSPORUS",TURKEY,Mediterranean Sea,Earthquake,Definite Tsunami,7.5,,5,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3114,"<blockquote><i>Reference #9116</i></blockquote>
1343, October 18. Several hours later, between the first and second hours of the night, a large shock occurred. 
<P>...As a result of the shock the sea rose to a 'man's parts [height?]' and flooded the coast to a considerable distance, casting sailing ships in harbours onto land. In places the sea advanced 10 stadia (1.8km) inland, carrying away people, flocks and herds, drowning them all. When it retired after much ebb and flow, the sea left the land littered with dead fish and covered with mud. It is not known exactly where this happened, but it must have occurred along the low-lying parts of the coast of Thrace where the sea wave must have caused additional damage.
<P>It is said that at Constantinople the sea rose against the sea walls and some parts, together with towers, collapsed, and the sea flooded up as far as Stavros (Istavros, now Beylerbey) on the eastern coast of the Bosphorous northeast of Scutari. In open places the sea flooded buildings built near the coast, caused houses to collapse, and even made fences of vineyards and orchards fall over, with the rubble blocking streets.
<blockquote><i>Reference #2130</i></blockquote>
1344 (Possibly 1331, 1332, 1334, 1342, 1343), on either February 12 or October 14, 18. Zone of the Sea of Marmara, Strait of Bosporus. An earthquake with its focus on the western shore. Destruction in Constantinople. The earthquake was felt in Khersonisos and Lysimachia, on the shore of the Gulf of Saros. Huge sea waves caused significant damage on the western coast of the Sea of Marmara. They flooded the shore of Titrace at a great distance, for a mile in some places. The water went under the fortress gate in Constantinople, knocking it down and flooding the houses inside the fortress. Several ships that were in the harbour or had been sailing along the coast were taken up by a wave and smashed against the sea shore. Many people, reserves of food and goods were lost. Receding back to usual limits, the sea left a lot of mud and dead fish on the dry land; some sources mentioned waves on the shore of Syria. 
<blockquote><i>Reference #521</i></blockquote> 
<P>1344. Middle of the autumn. Constantinople, Syria, and Egypt. Many and violent shocks. The sea inundated its shores at Constantinople.
<blockquote><i>Reference #2427</i></blockquote>
Destructive inundation in Constantinople.
<blockquote><i>Reference #4139</i></blockquote>
<P>1344, October 14. Marmara Sea. 40<sup>o</sup>48' N, 28<sup>o</sup>48' E, earthquake magnitude 6.9, tsunami reliability 4, intensity 4. Strong inundation and shipwrecks In the middle of autumn of 1344 A.D. many and violent earthquakes occurred in Constantinople. One of the strongest shock occurred on  October 14th (some authors report the shock on October 18th). In Constantinople many houses and most of the city walls collapsed. During the shock a great wave inundated the shore for a great distance, for more than one mile. In some places the wave swept away a number of vessels that were in the harbour or sailing near the coast, and crashed them on land. <B>Many people perished.</B> When the sea retired, a lot of fish were left on the beach (Gregorash, reference #10878). According to Antonopoulos (reference #26) the maximum inundation was about 2 km. (reference #4139)"
3271,1820,12,29,,,37.75,21.25,ISLAND OF ZAKYNTHOS,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,6.9,,3,Limited (<$1 million),Some (~51 to 100 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3271,"1820, December 29, 37.7 N, 21.1 E, magnitude 6.9, tsunami intensity 3, event validity possible. Island of Zakynthos. Tsunami. (reference #2130)"
3274,1822,8,13,20,,36,36,ANTIOCHIA,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.1,,3,Extreme (~$25 million or more),,Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3274,"""A destructive earthquake took place in Antiochia; two thirds of the towns were destroyed; thousands of inhabitants were killed. Lesser damage was done to Latakia"" (reference #2130)."
3313,1846,8,14,12,35,43.4,10.6,LIVORNO,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,6.1,5,3,Severe (~>$5 to $24 million),,Some (~51 to 100 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3313,"Ligurian Sea, Italy, France. ""A hollow underground rumble started to be heard from the sea near a light-house in Livorno since July 25, and it grew lounder on August 12 and 13. The rumble was accompanied by an unusual choppiness of the sea water which could not be explained by the character and the force of the winds that blew at the time. A very strong earthquake in the district of Tuscany, Italy occurred at 12h35m on August 14. The villages on hills suffered more than the ones in depressions. Orciano was destroyed completely, Lorenzana, S.Regolo, Casciana, Crespina, Lari, Pieve di Sta Luce, Montescudaio, Guardistallo, Volterra were partially destroyed. 56 were killed"" (reference #2130)."
3292,1831,7,2,,,37.05,12.3,SCIACCA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,1,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3292,"""The formation of a new island took place near the southern shore. On July 2, the sea started to boil up unusually between Sicily and Africa 50km to the south-west of Sciacca. An eruption resulted in formation of the Island of Julia or Ferdinandea"" (reference #2130)."
3289,1826,3,18,0,20,43.8,13,SENIGALLIA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3289,"""Quite a strong underground shock was felt in Pesaro"" (reference #2130)."
3275,1823,3,5,17,37,38.3,14.8,PALERMO,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,5,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3275,"""Mud volcanoes were active in Terrapilata; the conditions of thermal springs in Termini were changed"" (reference #2130)."
3290,1828,10,9,13,11,44.8,9.2,GENOA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3290,"""Some houses were destroyed in Montesegale, Trebbiano, Nice, Cecina. The focus of the main earthquake was possibly located near Voghera"" (reference #2130)."
3296,1838,8,10,20,30,45.3,14.5,RIJEKA,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3296,"""A strong earthquake took place."" Houses were damaged in Kostrena and Kraljevica. ""The earthquake was strong in Rijekaand on the Island of Krk"" (reference #2130)."
3314,1846,8,26,17,23,43.5,10.5,TUSCANY,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3314,"1846, August 26 and 27. ""The aftershocks of the August 14 earthquake lasted right up to August 30 and were accompanied by a more or less sharp underground rumble. A slight shock in Orciano occurred on the night of August 26. A rumble was heard in Livorno..."" (reference #2130)."
3295,1836,4,24,16,15,39.6,16.6,ROSSANO,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,,,4,,,Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3295,"""First an underground roar was heard (in Rossano), and then a strong earthquake occurred of a purely wavy character. It's focus was supposedly located between Crosia and Rossano. No buildings was left intact in Crosia, and 25% of the buildings were damaged in Rossano. 589 people were killed. Prolonged and deep fissures appeared in the ground; the earth was settling"" (reference #2130)."
3268,1819,1,8,11,30,43.7,8,GENOA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3268,
3294,1832,3,8,1,15,39,17,CUTRO,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3294,"Source of earthquake near Cutro. Cutro, Petilia Policastro, Roccabernarda, Rocca di Neto, Papanice, Marcedusa, Sta Severina, Isola di Capo Rizzuto, Catanzaro, Scandale, Ciro, S.Mauro and other settlements suffered most. Simeri, Soveria, Magizano, Crotone and others experienced severe destruction. The shock lasted 35 seconds. The surface of the earth along the River Tacina cracked. 234 people were killed. Atmospheric light phenomena were observed. (reference #2130)."
3324,1846,12,3,,,43.3,10.7,TUSCANY,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3324,"""An aftershock of the Tuscany earthquake occurred, it was very strong in Volterra. An earthquake of less force took place on December 4"" (reference #2130)."
3291,1831,5,26,11,30,43.8,7.8,SAN REMO,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3291,"""A destructive earthquake took place in Castellaro. 52 houses were destroyed, and 49 houses became unfit for living; the arch of a parish church was split; 5 people were killed. Houses also collapsed in Bussana. Great damage was done to Taggia. The earthquake was felt in Marseille, San Remo, Genoa, Turin. A rumble was heard in San Remo accompanied by a vertical shock"" (reference #2130)."
3438,1856,8,21,21,45,37.1,5.7,SEA OF ALBORAN,ALGERIA,Mediterranean Sea,Earthquake,Probable Tsunami,,,4,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3438,"1856, August 21, 21h45m, 37.1 N, 5.7 E. The strong earthquake with its focus in the Algeria - Provence basin of the Mediterranean sea apparently occurred near the north - eastern coast of Algeria. The earthquake in the seaport of Mahon was preceded by a flash of light similar to summer lightning. During the earthquake [?], the sea suddenly rose to a significant height and instantly flooded all the sea-fronts with such a force that the anchor chains of many ships were torn. (reference #2130)
<P>1856, August 21, 11:50 UTC, 36.833 N, 5.717 E, tsunami intensity 3. Strong earthquake with epicenter close to Jijel (300 km east of Algeri). Shock duration: about 40 sec. Felt at sea by the ship ""Tartar""  15 miles from the coast. Earthquake felt over a very large area with radius of about 700 km. Felt also in Nice. The sea retired and suddenly returned flooding the coast at Jijel.  At Mahon in Minorca (Balearic Islands) many boats broke their moorings (Perrey). (reference #4139)"
3372,1851,7,28,18,33,43.75,10.3,LIGURIAN SEA,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,4.1,,2,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3372,"""Weak shocks in Pisa. Earthquake in Bagni di S. Giuliano (ref.) was quite strong. Earthquake was not noticed in Florence or Livorno."""
3462,1887,2,23,6,20,43.7,8.1,LIGURIAN SEA,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3462,"1887, February (March) 23, O6h20m. Ligurian Sea, Italy, France. A strong earthquake covered an isometric area
of 570,000 km. The boundary of the area where the earthquake was felt passed through Sardinia and near Rome on the south, near Pordenone to the east, near Perpignan to the west, through Dijon to the north. There were three
underground shocks: the first, strongest, shock was at about 06h2Om, the second very strong shock occurred 9 min later, the third shock at O8h53m was somewhat stronger, but much shorter than the second one. Ships sailing between the shore of Liguria (western Riviera) and the Island of Corsica were shaken in different directions as if they were being thrown against hard ground.
<P>The sea level in Carines and Antibes dropped by 1 m during the first shock, then rose 2 m. Deep sea fish and fish rare for the winter season were found thrown out on the coast on the beaches of Nice, Sun Remo, Savonu. The
earthquake focus was supposedly situated to the south of the shore near Oneglia and San Remo. (reference #2130)"
3455,1870,7,29,,,43.03,16.15,ADRIATIC SEA,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3455,"1870, July 29. Adriatic Sea, Dalmatia. It seemed as though an explosion was heard in Lesina and after that window panes started to tinkle. The earthquake occurred on the Island of Vis (Lissa) at 18h45m, after which the sea was extraordinarily rough. (reference #2130)
<P>1870 July 29. Adriatic Sea. Island of Lissa (Vis) (m=iii).
(references #15, #20, #28)
<P>1870, July 29. Adriatic Sea. Islands of Vis (Lissa) (iii). 1 29 July of 1870 (tsunami was felt) Adriatic Sea. Island of Vis (Lissa) was hit with rather strong. (reference #3470)
<P>1879 [typo?], July 29. Adriatic Sea, Island of Vis. Tsunami intensity iii. (reference #2426)"
3442,1862,1,1,8,45,38.25,22.25,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,,,2,Limited (<$1 million),Few (~1 to 50 houses),,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3442,"1862, January 1, 08h45m. Ionian Sea, Gulf of Corinth. A quite strong earthquake 2 s long took place. It was considerably stronger in Patras (houses were damaged) and in Aiyion where a dozen of houses tumbled down and the sea level rose higher than its usual level for 2m, which was dangerous for the town because of its low disposition.
Some ancient houses in Corinth left by the inhabitants after the earthquake of 1852 ceased to exist. The walls of many constructions in Corinth cracked; Kalamaki was not spared similar ordeals. The sea intruded onto the coast in Galmidi and in Itea on the northern shore of the Gulf of Lepanto (Gulf of Corinth) and caused damage. (reference #2130)"
3460,1881,12,15,20,,38.4,21.4,AETOLIKO LAGOON,GREECE,Mediterranean Sea,Landslide,Questionable Tsunami,,,3,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3460,
3430,986,10,26,,,40.8,29.2,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Probable Tsunami,7.5,,4,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3430,
